"id","name","region_id","group_id","Accessibility_Index","Affordability_Index_no_nav","Affordability_Index_nav","Mobility_Index","Safety_Index","IMPT_score_pca_geom_nav","IMPT_score_pca_geom_no_nav","IMPT_score_pca_avg_no_nav","IMPT_score_pca_avg_nav","IMPT_entropy_pca_nav","IMPT_entropy_pca_no_nav","Accessibility_Index_bike","Mobility_Index_bike","Safety_Index_bike","IMPT_score_pca_geom_bike","IMPT_score_pca_avg_bike","Accessibility_Index_walk","Mobility_Index_walk","Safety_Index_walk","IMPT_score_pca_geom_walk","IMPT_score_pca_avg_walk","Accessibility_Index_pt","Affordability_Index_pt_no_nav","Affordability_Index_pt_nav","Mobility_Index_pt","IMPT_score_pca_geom_pt_no_nav","IMPT_score_pca_geom_pt_nav","IMPT_score_pca_avg_pt_no_nav","IMPT_score_pca_avg_pt_nav","Accessibility_Index_car","Affordability_Index_car","Mobility_Index_car","Safety_Index_car","IMPT_score_pca_geom_car","IMPT_score_pca_avg_car"
"111108","Rio de Mouro","PT1B","1111",64.2757607598226,29.9879038873849,32.9320232590705,40.791850275372,33.7351430523307,58.6546626288489,59.6046834143688,57.8023355062724,57.066305663351,57.1324008274344,58.0675963762037,66.2604128899809,19.6780686220889,45.725,60.7956599983552,67.0841296219826,54.6788299824713,18.1158488273118,25.8915094339623,70.4109288722569,67.1046039187515,55.6637926093375,25.5520220901633,16.1534871728594,54.5500312423056,57.2784198812247,63.2038593631388,54.7447180193979,57.8775629918325,77.8993367096526,36.2983395817299,53.7211978798984,21.080683994528,57.5757084068008,52.7501104585477
"111115","Casal de Cambra","PT1B","1111",60.6175796555769,44.6519026501662,46.8803005412731,48.2974258243331,63.2720717613348,45.7061269464443,46.3610286243669,45.7902550271473,45.2331555543705,46.2165827393485,46.8327887012299,62.2699465149966,11.1452670408955,47.525,67.591521816482,69.764946611027,49.6604632534403,24.1259442373751,45.0966981132075,62.1414024670361,60.3722981319924,50.9588984090236,30.7539219996243,23.9861950710775,62.1876249191159,53.9351751626604,57.5492412893807,52.0331848907454,54.2890938669276,77.7975038990728,54.7968863708098,78.9132740237375,44.0588235294118,37.9216536643619,36.108378044242
"111122","União das freguesias de Agualva e Mira-Sintra","PT1B","1111",70.2145797840028,23.89022288534,29.0611679659746,54.6746640963035,50.0632657486412,51.331020212256,53.6204454341855,50.2893168714281,48.9965806012695,48.0714205499623,50.4246908638175,69.5905666145443,32.4037640928874,42.9285714285714,54.0362192411248,63.7692744659992,59.3398892267571,30.9972300603296,20.5801886792453,66.33237873923,63.0275640112227,64.0141885702731,17.5089248194379,5.58702366130803,62.547257505459,58.5547870469049,70.9209076192778,51.9765430349433,55.9505100876533,84.1912192673584,37.909694631407,79.7078554405481,36.6764705882353,44.6544439475335,40.3786900181128
"111124","União das freguesias do Cacém e São Marcos","PT1B","1111",67.2868566378043,24.6302322437413,28.0782301194307,52.6126735348608,52.2878492740975,52.1965878765096,53.7125026307464,50.795597077374,49.9335976084517,49.2533326084823,51.0118078168977,66.8980761045153,27.2879642583843,50.9642857142857,54.6138805773911,63.7124184807037,57.0977636516456,29.915360076716,30.9417115902965,62.431687601498,60.6817215604473,59.3684770734784,16.0003511115069,6.13194339832685,60.3970250246193,61.2071406979416,71.2110534446168,54.7447155967985,58.0341848345252,82.5801576129594,34.5644984755379,83.9254131892008,34.8447058823529,46.1539139049514,41.0213062099873
"111125","União das freguesias de Massamá e Monte Abraão","PT1B","1111",71.913931460182,39.0367486999459,42.1241167443335,60.7478772860466,46.6783244084117,45.8407393418313,46.8556575779257,45.4057795363535,44.6339375252566,43.0645903610896,44.1790686540032,71.4282393324111,47.2767196758391,44.3428571428571,46.8766269800248,59.2380459622232,60.729675576009,31.1280956571068,23.1485849056604,64.6846510418188,61.6645479537413,67.446838348884,27.339466977426,19.1728805374331,67.6938820594191,49.9235101618712,55.3949303828951,45.8399375380903,48.5621330180879,84.1556401015365,51.1108646418654,80.1439420415709,32.2058823529412,42.1964959551499,38.0959177155215
"111128","União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)","PT1B","1111",51.3951093319078,59.9817977023113,60.7802584153285,32.4428566294166,25.7323420280514,59.7551040915903,59.8890192511524,57.6119735770782,57.4123583988239,61.2195743804692,60.9427769239909,56.1529671030451,21.8123228939412,36.8076530612245,64.3340729272136,71.3067642354473,41.6706094568041,14.2751090808184,30.3210138917686,73.6693689512702,71.2444225235363,44.9844935571455,42.2193005971261,37.481767033224,44.0843346027815,56.2522088713118,57.950904985651,56.2372904143156,57.8164682689497,62.9354666674258,64.542614729829,21.2148766774554,14.4044455454464,66.3949966917484,59.2256490949609
"111129","Almargem do Bispo","PT1B","1111",34.9384044983322,50.1468125682222,50.8765562693356,24.5946289130465,69.368107339693,58.1931116826517,58.3444527148564,55.2380116701765,55.0555757448982,62.8730045471095,62.7221476978976,39.85558848102,5.80425340134788,56.3,75.8389444157997,74.510039529408,23.5386005812772,14.4593861169927,57.3485849056604,72.9225634437071,68.2178094653566,28.8173918044273,34.7256643136493,30.2429530068095,30.1844404853028,68.8538248112721,70.2588652474287,68.7575011322069,70.2517382344868,52.5583176880783,54.0170074829413,58.3596480482873,58.0502028397566,44.3096483941128,44.2537059852341
"111130","Belas","PT1B","1111",63.2803309737502,42.3909813171841,46.2818081024264,44.0624136388616,56.3883422300479,48.0516321501478,49.1762391663171,48.4694829600391,47.4967762637285,48.7377230264649,49.6385745076703,65.6489712569122,23.3732707592278,55.3785714285714,55.9245113469745,63.8997966388221,51.4578018593328,13.7503013579836,39.3434732383519,69.5132316684599,65.1494745147772,54.6029492830624,33.1357756926611,22.1117664678079,58.0612015318744,52.7826548961579,58.6606276646925,51.4000244974674,55.0746942390851,79.1437452421167,53.4523712350256,65.0257777079724,38.3032062610452,42.9894498576126,41.01872488846
"111131","Montelavar","PT1B","1111",39.6329327156348,45.4086121759137,45.9597134604963,17.5290932918673,70.0927415562887,61.182796076228,61.3001336112059,56.8341550650739,56.6963797439282,66.6761067303997,66.5218231280783,46.2083144176023,4.67589364364632,48.5857142857143,77.3151972486847,75.1325194132593,30.3268757968195,7.98263642137875,49.5330188679245,76.7730514533402,70.7191563046258,34.7940665476599,34.8903928738731,31.5050564114371,19.8144844315874,71.0967560472045,72.0681720079323,70.1670187156265,71.2954642031052,50.2257327908698,48.1120813523397,67.9704662329307,49.0588235294118,46.7118452836368,46.158224023612
"111132","Pêro Pinheiro","PT1B","1111",35.7162639077947,45.5299916531582,46.5145041345547,18.5521790017092,69.1959207706042,61.6632993398498,61.8686686231481,57.7514111666834,57.5052830463343,66.9078191941382,66.796888977932,44.2595524117596,3.96132119031544,52.7321428571429,78.0641985842046,74.7617458851955,28.5894558864502,6.91310578231458,47.058268590455,78.5912641666502,72.4797232469267,20.6422433812266,34.7256643136493,28.6779447850713,23.1435195049873,74.4726180999206,76.0629222411397,73.8295242667123,75.8454307762382,53.157878086868,48.8067785441752,66.1689642444315,50.3192120885051,45.7795830970686,45.386791759005
